ep,start,end,dur,text,chi_prob,in_dataset
ep09,129.8,140.1,10.3,いっぱいの本,,0
ep09,140.1,142.5,2.4,いっぱいの参考書,0.867,1
ep09,142.5,145.46,2.96,いっぱいのおかず,0.822,1
ep09,145.46,147.1,1.64,いできこれ持ってる,0.753,1
ep09,147.1,148.32,1.22,これ持ってる,0.869,1
ep09,148.32,149.86,1.54,これ持ってる,0.94,1
ep09,149.86,151.1,1.24,これ持ってる,0.728,1
ep09,151.1,155.52,4.42,いできこれ持ってない,0.856,1
ep09,159.8,162.8,3.0,これ、秀樹にあげる,0.854,1
ep09,162.8,173.46,10.66,ち、大丈夫かな,,1
ep09,173.46,177.4,3.94,どうしても一人で行くっつったからしょうがねえんだけど,0.006,0
ep09,177.4,182.02,4.62,こないだの覗き部屋のこともあるし,0.02,0
ep09,182.02,186.1,4.08,まあ、いろいろ覚えてきたから多分大丈夫だよな,0.036,0
ep09,189.8,191.8,2.0,迷ったりしてないかな,0.005,0
ep09,191.8,195.8,4.0,やっぱ一人で行かせちゃまずかったかな,0.016,0
ep09,199.8,200.8,1.0,うーす!,0.007,0
ep09,200.8,201.8,1.0,しんぼ!,0.011,0
ep09,201.8,202.8,1.0,お!いたいた!,0.005,0
ep09,202.8,203.8,1.0,バイトは?,0.075,0
ep09,203.8,205.8,2.0,今日明日休み,0.009,0
ep09,207.8,208.8,1.0,どうした?,0.027,0
ep09,208.8,209.8,1.0,ふふー,0.087,0
ep09,209.8,212.8,3.0,ちょっとお前を誘いに来たのさ,0.012,0
ep09,212.8,213.8,1.0,風呂?,0.063,0
ep09,213.8,214.8,1.0,こんな時間に?,0.045,0
ep09,214.8,215.8,1.0,何言ってんだ!,0.013,0
ep09,215.8,217.8,2.0,この時間だからいいんだぞ!,0.005,0
ep09,217.8,220.74,2.94,え?でも俺昨日入ったし,0.013,0
ep09,220.74,223.94,3.2,昨日入りゃいいってもんじゃないんだよ,0.016,0
ep09,223.94,225.62,1.68,ほら,0.005,0
ep09,225.62,227.6,1.98,まあとにかく来いや,0.001,0
ep09,227.6,228.76,1.16,おい,0.001,0
ep09,228.76,241.66,12.9,な?この時間だと誰もいない貸切状態ってわけ,0.012,0
ep09,241.66,243.96,2.3,こいつは気持ちいいぞ,0.001,0
ep09,243.96,246.9,2.94,はぁ,0.019,0
ep09,246.9,252.9,6.0,なんだよまだ気にしてんのかしょうがねえだろ一人で行かせたのお前なんだから,0.007,0
ep09,252.9,255.9,3.0,それにだいぶしゃべれるようにもなってんだろ,0.024,0
ep09,255.9,256.9,1.0,ああ,,0
ep09,256.9,258.9,2.0,さあとにかく入ろうぜ,0.02,0
ep09,258.9,263.9,5.0,あそういやお前パソコン風呂に入れてっか,0.046,0
ep09,263.9,264.9,1.0,え?,0.057,0
ep09,264.9,266.9,2.0,パソコンを風呂に?,0.018,0
ep09,266.9,269.9,3.0,あれそうかお前知らねえか,0.038,0
ep09,269.9,270.9,1.0,あれ,0.107,0
ep09,270.9,273.9,3.0,パソコン200円,0.004,0
ep09,273.9,278.1,4.2,100円?ほ、ほんとだ!パソコンって風呂に入れるもんなんだ,0.005,0
ep09,278.1,280.4,2.3,そのくらい常識常識,0.007,0
ep09,280.4,281.72,1.32,常識,0.025,0
ep09,281.72,285.52,3.8,いいか?パソコンを風呂に入れるっていうことは,0.005,0
ep09,285.52,287.64,2.12,つまりクリーニングするってことだ,0.006,0
ep09,287.64,288.78,1.14,クリーニング?,0.003,0
ep09,289.4,293.54,4.14,そう、メンテナンスの一環として怠っちゃいけないことさ,0.006,0
ep09,293.54,295.78,2.24,じゃあお前もパソコンを風呂に入れて,0.082,0
ep09,295.78,301.28,5.5,スモモ?モバイルはちっちゃいから家でクリーニング液に入れて自分で拭かせてる,0.008,0
ep09,301.28,302.4,1.12,んー,0.016,0
ep09,302.4,306.2,3.8,でも普通のパソコンはでっかいから風呂だな,0.003,0
ep09,306.2,308.84,2.64,入れてやれば新品同様さ,0.005,0
ep09,308.84,310.22,1.38,なるほどね,0.069,0
ep09,310.22,314.0,3.78,じゃあ知事を連れてくればいいわけだな,0.023,0
ep09,314.0,317.7,3.7,でもお前んとこのパソコン風呂の入り方知らねえだろ,0.015,0
ep09,318.72,321.66,2.94,普通はクリーニングソフトを買ってきてインストール,0.048,0
ep09,321.66,326.42,4.76,それでそのパソコンが風呂の入り方を覚えて自分で洗えるようになるんだけど,0.063,0
ep09,326.42,329.1,2.68,ソフト買う金なんてねえよ,0.007,0
ep09,329.1,331.02,1.92,じゃあしょうがない,0.003,0
ep09,331.02,332.96,1.94,残る手は一つ,0.005,0
ep09,332.96,333.54,0.58,どんな,,0
ep09,333.54,336.48,2.94,お前が直接洗ってやるんだ,0.012,0
ep09,336.48,337.82,1.34,この風呂場でな,0.13,0
ep09,337.82,340.74,2.92,俺が直接この風呂場でね,0.008,0
ep09,340.74,343.94,3.2,俺がちよここで,0.016,0
ep09,343.94,345.2,1.26,ここでってことは,0.049,0
ep09,345.2,346.36,1.16,それってお互いに,0.135,0
ep09,346.36,347.14,0.78,人前で,,0
ep09,347.14,348.8,1.66,裸になってその,0.036,0
ep09,349.22,351.42,2.2,まじで,0.041,0
ep09,351.42,353.54,2.12,というのは冗談で,0.017,0
ep09,353.54,356.08,2.54,教えてやればいいんだ,0.096,0
ep09,356.08,356.88,0.8,お前が,,0
ep09,356.88,357.78,0.9,何言うの,,0
ep09,357.78,359.26,1.48,何って,0.043,0
ep09,359.26,361.14,1.88,風呂の入り方に決まってんだろ,0.004,0
ep09,361.14,363.3,2.16,学習ソフト入ってんだから,0.003,0
ep09,363.3,365.42,2.12,教えりは一人で洗えるようになって,0.019,0
ep09,365.42,367.14,1.72,女より一人で入れるさ,0.015,0
ep09,367.14,370.34,3.2,そしたらかかる金も風呂代だけだし,0.012,0
ep09,370.34,371.52,1.18,お、おばっか,0.035,0
ep09,371.52,373.48,1.96,風呂か,0.091,0
ep09,373.48,375.78,2.3,でも綺麗になったら,0.005,0
ep09,375.78,377.26,1.48,ちーもきっと嬉しいよな,0.003,0
ep09,377.26,379.66,2.4,ただいま,0.002,0
ep09,379.66,381.96,2.3,ひできおかえり,0.742,1
ep09,381.96,383.04,1.08,よかったちー,0.006,0
ep09,383.04,384.84,1.8,ちゃんと帰ってたんだな,0.014,0
ep09,384.84,386.24,1.4,あのなちー,0.027,0
ep09,386.24,387.06,0.82,買い物,,0
ep09,387.06,390.98,3.92,なんだチー,0.03,0
ep09,391.46,394.48,3.02,チー、ヒデキに買ってきた,0.91,1
ep09,394.48,395.12,0.64,え,,1
ep09,395.12,399.44,4.32,じゃあ買い物って俺のために,0.017,0
ep09,399.44,400.06,0.62,チー,,0
ep09,400.06,402.84,2.78,ありがとうチー,0.016,0
ep09,402.84,404.84,2.0,すごく嬉しいよ,0.064,0
ep09,404.84,406.5,1.66,チー,0.022,0
ep09,406.5,408.5,2.0,おいチー,0.012,0
ep09,408.5,410.08,1.58,喜んでくれた,0.465,0
ep09,410.08,411.86,1.78,ヒデキ、ヒデキ,0.244,0
ep09,411.86,414.16,2.3,ハッハッハッハッハ,0.014,0
ep09,414.16,416.84,2.68,ヒデキ、喜んでくれると,0.867,0
ep09,416.84,418.54,1.7,チーも嬉しい顔になる,0.336,1
ep09,418.54,420.96,2.42,こんな顔になる,0.75,1
ep09,420.96,422.72,1.76,笑顔だよ,0.03,0
ep09,422.72,423.58,0.86,笑顔?,,0
ep09,424.44,425.38,0.94,それいいこと?,,0
ep09,426.06,428.58,2.52,ああ、幸せな証拠さ,0.004,0
ep09,428.58,431.38,2.8,幸せ,0.405,1
ep09,431.38,435.96,4.58,幸せ,0.019,1
ep09,435.96,440.38,4.42,そうだチー,0.005,0
ep09,440.38,443.68,3.3,俺の方もプレゼントってことでもないんだけど,0.045,0
ep09,443.68,445.68,2.0,これからいいこと教えてやるよ,0.037,0
ep09,445.68,446.72,1.04,いいこと?,0.626,1
ep09,446.84,449.32,2.48,ああ、お風呂の入り方だ,0.026,1
ep09,449.32,450.16,0.84,お風呂?,,0
ep09,450.76,453.32,2.56,そうだ、体をきれいにするところだ,0.013,0
ep09,453.32,454.4,1.08,いいか?,0.026,0
ep09,455.08,456.52,1.44,まずお風呂屋さんに行くと,0.003,0
ep09,456.52,458.66,2.14,最初にあるのが脱衣所ってとこ,0.009,0
ep09,458.66,460.88,2.22,で、そこのロッカーにだな,0.027,0
ep09,460.88,463.1,2.22,こう自分の服を脱いで,0.022,0
ep09,463.1,464.62,1.52,あ,0.06,0
ep09,464.62,467.28,2.66,ちー,0.883,1
ep09,467.28,470.48,3.2,ごめんごめん、プレゼントを先に開けなきゃな,0.018,0
ep09,470.48,472.2,1.72,中何かな,0.019,0
ep09,472.2,473.88,1.68,ちー,0.049,0
ep09,473.88,481.66,7.78,ひでき新しいおかず欲しいって言ってた,0.26,0
ep09,481.66,485.06,3.4,使える?,0.145,0
ep09,486.08,489.18,3.1,でな風呂ってのはな,0.021,0
ep09,489.18,496.46,7.28,でな風呂ってのはな,0.436,0
ep09,496.46,499.6,3.14,ライオンの口からお湯がドバーっと,0.025,0
ep09,499.6,505.36,5.76,ひできおかず嬉しくない,0.939,1
ep09,505.36,509.44,4.08,いや嬉しいよちーすごく嬉しい,0.038,1
ep09,509.44,511.0,1.56,でな風呂ってのは,0.022,0
ep09,511.0,514.38,3.38,ひでき笑顔ちー幸せ,0.331,0
ep09,514.38,517.92,3.54,風呂ってのはしょうがねえな,0.03,0
ep09,517.92,523.42,5.5,すまんでもあんなの見ちゃったらもうちーに直接教えらんねえんだ,0.022,0
ep09,523.42,524.48,1.06,頼む,0.085,0
ep09,524.48,528.04,3.56,想像力たくましすぎなんだよお前は,0.03,0
ep09,528.04,530.88,2.84,接続中 接続中,0.003,0
ep09,530.88,533.98,3.1,検索ヒットしました,0.092,0
ep09,533.98,539.5,5.52,よし じゃあそのサイトから風呂の入り方のデータダウンロードしてくれ,0.013,0
ep09,539.5,542.16,2.66,ま とにかく俺に任せろ,0.01,0
ep09,542.16,546.06,3.9,今落としてるデータでスモモにナビゲートさせるから,0.147,0
ep09,546.06,548.82,2.76,お前んとこのパソコンに真似させるといい,0.02,0
ep09,548.82,552.82,4.0,すまん じゃあこれからスモモのする通りにな,0.017,0
ep09,552.82,554.06,1.24,ちっ,0.394,1
ep09,558.04,561.38,3.34,ダウンロード終わりました,0.089,0
ep09,561.38,563.9,2.52,よし今落としたデータ実行,0.086,0
ep09,563.9,566.52,2.62,はいわかりましたです,0.027,0
ep09,566.52,571.12,4.6,ななんだ,0.011,0
ep09,571.12,581.86,10.74,しまったこれネットブルのサイトだ,0.018,0
ep09,581.86,586.86,5.0,あっちあっちあっちあっちあっちあっちあっちあっちあっちあっち,0.161,0
ep09,586.86,588.86,2.0,し、し、しんぼう!,0.188,0
ep09,588.86,592.86,4.0,すもも、そういうのじゃなく、風呂の入り方のソフトを探せ,0.014,0
ep09,592.86,594.86,2.0,おい、ソフトなんて変えねえぞ,0.008,0
ep09,594.86,598.86,4.0,フリーソフトならいいだろ?ただだ。検索再開,0.002,0
ep09,598.86,599.86,1.0,はい!,0.121,0
ep09,603.86,606.86,3.0,ナウンローの患者、実行します!,0.022,0
ep09,607.86,609.86,2.0,すもも、それは?,0.012,0
ep09,609.86,613.28,3.42,ブログラブ名正しいお風呂のマナーその1,0.083,0
ep09,613.28,617.02,3.74,コーヒー牛乳は口に手を当てて飲むべし,0.045,0
ep09,617.02,622.72,5.7,すももももう一回検索,0.0,0
ep09,622.72,629.36,6.64,時間もう一回,0.001,0
ep09,629.36,642.08,12.72,はぁ、ゆうべはとうとう風呂の入り方わからなかったな,0.025,0
ep09,642.08,643.84,1.76,どうしたらいいんだ,0.033,0
ep09,643.84,647.86,4.02,チー、バイト行ってくる,0.65,0
ep09,647.86,650.28,2.42,待て、チロルまで送ってくから,0.01,0
ep09,650.28,654.1,3.82,ひでき、昨日行ってたお風呂屋さんって今日行く?,0.887,1
ep09,654.1,654.72,0.62,え?,,1
ep09,656.4,659.22,2.82,あ、チーがバイトから帰ったらな,0.088,0
ep09,659.22,660.26,1.04,わかった,0.857,1
ep09,660.26,662.44,2.18,ん,0.097,1
ep09,662.44,666.96,4.52,はい元座です,0.038,0
ep09,666.96,669.3,2.34,どうも国分寺です,0.074,0
ep09,669.3,671.5,2.2,みのるくん久しぶり,0.039,0
ep09,671.5,674.66,3.16,あの今日の午後とか時間あります,0.004,0
ep09,674.66,676.94,2.28,予備校ないから大丈夫だけど,0.028,0
ep09,676.94,680.86,3.92,ちょっと話したいことがあるんだけど,0.006,0
ep09,680.86,683.02,2.16,話ちょうどいい,0.003,0
ep09,683.02,686.26,3.24,俺もみのるくんに聞きたいことがあるんだ,0.037,0
ep09,686.26,687.64,1.38,でどこで会う,0.007,0
ep09,687.64,690.54,2.9,じゃあ駅前のデュカリオンで4時に,0.009,0
ep09,690.54,691.64,1.1,わかるかな,0.026,0
ep09,691.64,693.34,1.7,ああわかるよ,0.051,0
ep09,693.34,713.36,20.02,え?パソコンをどうやって風呂に入れたらいいかって?,0.001,0
ep09,714.16,715.28,1.12,そうなんだよ,0.011,0
ep09,715.28,718.92,3.64,昨日はシンボのパソコンにナビゲートしてもらおうとしたんだけど,0.062,0
ep09,718.92,720.9,1.98,これがうまくいかなくって,0.021,0
ep09,720.9,724.46,3.56,何かいい方法ないかな,0.003,0
ep09,724.46,728.2,3.74,一つだけ方法があるよ,0.006,0
ep09,728.2,729.42,1.22,え、本当に?,0.013,0
ep09,730.14,733.82,3.68,元スワさんがチーさんに手取り足取り教えてあげる,0.03,0
ep09,733.82,736.12,2.3,お風呂の入り方をね,0.019,0
ep09,736.12,740.04,3.92,それならやってみたんだけどなかなかうまくいかなくて,0.021,0
ep09,740.04,744.18,4.14,ソフトを買う気がないならそれしかないと思うけど,0.014,0
ep09,745.28,749.66,4.38,結局それしかないのかな,0.004,0
ep09,749.66,754.72,5.06,お風呂屋さんって今日行く?,0.74,0
ep09,755.92,758.52,2.6,なんか嬉しそうな顔してたな,0.011,0
ep09,758.52,763.64,5.12,よし!もう一回頑張って教えてみよう!,0.002,0
ep09,764.36,767.02,2.66,なに!変な想像さえしなければきっと,0.004,0
ep09,767.02,769.2,2.18,変な想像?,0.018,0
ep09,770.04,772.76,2.72,え?あ、いや別に何でも,0.021,0
ep09,772.76,774.62,1.86,あ、あ、あ、あ、あ、あ,0.004,0
ep09,774.62,778.54,3.92,そうだ,0.032,0
ep09,778.54,780.9,2.36,ミノル君の話って,0.04,0
ep09,780.9,781.88,0.98,うん,,0
ep09,781.88,783.66,1.78,チーさんのことで,0.023,0
ep09,783.66,784.5,0.84,チーの,,0
ep09,784.5,786.76,2.26,僕前に言ったよね,0.001,0
ep09,786.76,790.46,3.7,自作パソコンのBBSに書き込んでみるって,0.008,0
ep09,790.46,793.04,2.58,そのリアクションがあったんだ,0.014,0
ep09,793.04,795.34,2.3,で知らせておこうと思って,0.01,0
ep09,795.34,796.16,0.82,ちょい待った,,0
ep09,796.16,798.3,2.14,BBSってなんだ,0.003,0
ep09,798.3,802.74,4.44,インターネット上にある掲示板みたいなものだよ,0.001,0
ep09,802.74,805.24,2.5,いろんな人が書き込める,0.004,0
ep09,805.24,807.48,2.24,へえ便利なもんがあるんだな,0.023,0
ep09,807.48,811.52,4.04,そうかそういうとこでお風呂の入り方とか聞けばきっと,0.007,0
ep09,811.52,812.46,0.94,え,,0
ep09,812.46,815.76,3.3,な、なんでもないなんでもない,0.006,0
ep09,815.76,818.72,2.96,でチーのこと知ってるやついたのか,0.021,0
ep09,818.72,820.98,2.26,レスが入ってて,0.001,0
ep09,820.98,824.8,3.82,あレスっていうのは返信の書き込みのことね,0.003,0
ep09,824.8,829.08,4.28,そっちの方は俺もそんなパソコン拾いてとか,0.001,0
ep09,829.08,832.56,3.48,性能チェックに参加したいとかがほとんどだったんだけど,0.006,0
ep09,832.56,836.3,3.74,メールが来たんだよ,0.013,0
ep09,836.3,838.1,1.8,画像添付ファイル付きで,0.024,0
ep09,838.1,839.56,1.46,添付ファイル,0.015,0
ep09,839.56,843.32,3.76,これがチーさんに関する情報かどうか,0.002,0
ep09,843.32,844.56,1.24,わかんないんだけど,0.013,0
ep09,844.56,850.12,5.56,こ、これは,0.024,0
ep09,850.12,855.02,4.9,これどう見てもチーさんだよね,0.004,0
ep09,855.02,857.14,2.12,わ、わかんねえけど,0.009,0
ep09,857.14,859.34,2.2,チーに見えるな,0.006,0
ep09,859.34,864.04,4.7,それになんだこのごちゃごちゃしたものは,0.009,0
ep09,864.04,867.48,3.44,僕もこんな接続端子見たことないよ,0.002,0
ep09,867.48,869.72,2.24,いたずらじゃないのか,0.016,0
ep09,869.72,871.96,2.24,どっかで地位を見たやつがさ,0.003,0
ep09,871.96,873.28,1.32,写真撮っといて,0.017,0
ep09,873.28,876.9,3.62,何かこういい感じに写真に細工して,0.007,0
ep09,876.9,878.4,1.5,かもしれない,0.003,0
ep09,878.4,881.58,3.18,でもなんか引っかかるんだよ,0.007,0
ep09,881.58,883.26,1.68,送り主はわかんないのか,0.009,0
ep09,883.26,887.12,3.86,メールって確かメールアドレスってのがあるんだよな,0.014,0
ep09,887.12,889.1,1.98,それがわかれば,0.008,0
ep09,889.1,892.24,3.14,アドレスはあったんだけどね,0.015,0
ep09,892.24,895.1,2.86,何度送っても帰ってくるんだよメールが,0.012,0
ep09,895.1,896.1,1.0,なんで?,0.002,0
ep09,896.1,898.84,2.74,もう使われていないアドレスなのか,0.02,0
ep09,898.84,902.64,3.8,それとも偽のアドレスで送ってきたのか,0.003,0
ep09,902.64,906.16,3.52,どうしてそんなことするんだ?,0.002,0
ep09,906.16,910.76,4.6,身元を明かしたくないってことかな,0.001,0
ep09,910.76,912.32,1.56,ここ,0.011,0
ep09,912.32,914.3,1.98,この手で隠れてるとこが,0.012,0
ep09,914.3,917.5,3.2,もしCだったら,0.007,0
ep09,917.5,922.5,5.0,C-H-O-B-I-T…,0.001,0
ep09,923.6,924.7,1.1,チョビッツ!?,0.001,0
ep09,925.8,927.8,2.0,前に話したよね?,0.046,0
ep09,927.8,931.6,3.8,チョビッツっていうコードネームの伝説のパソコン,0.001,0
ep09,931.6,935.4,3.8,感情を持ってて、自分で考えて行動する,0.001,0
ep09,936.5,940.4,3.9,人の形をした、人でないもの,0.004,0
ep09,947.5,951.86,4.36,あの写真本当にチーなのか,0.01,0
ep09,951.86,956.42,4.56,本当にチョビッツっていうすごいパソコンなのかチーが,0.013,0
ep09,956.42,961.48,5.06,面白かったな,0.017,0
ep09,961.48,963.66,2.18,次は何をご覧になります,0.69,0
ep09,963.66,969.3,5.64,パソコンってこんなにたくさんいいんだな,0.002,0
ep09,977.5,983.3,5.8,ひでき,0.113,0
ep09,983.3,985.22,1.92,ちい,0.026,0
ep09,985.22,986.5,1.28,ひでき,0.896,1
ep09,986.5,987.78,1.28,ちい,0.017,0
ep09,987.78,989.56,1.78,バイト終わった,0.413,1
ep09,989.56,991.06,1.5,そ、そうか,0.015,1
ep09,991.06,994.04,2.98,これからお風呂,0.311,1
ep09,994.04,996.82,2.78,一緒にお風呂屋さん行く,0.81,1
ep09,996.82,1000.06,3.24,そうだったな,0.006,1
ep09,1001.32,1004.02,2.7,じゃあこれからお風呂の入り方を教えてやる,0.018,0
ep09,1004.02,1007.46,3.44,と、その前に,0.002,0
ep09,1007.46,1015.78,8.32,これでよし,0.024,0
ep09,1015.78,1018.86,3.08,まずはじめにだな,0.01,0
